INSERT INTO AllData (id_maquina, data, estado, temperature, humidity, voltage, current, power) VALUES
('Machine_1','2025-04-08 03:32:00','Not OK',71.34,33.11,233.44,18.76,3887.92),
('Machine_1','2025-04-08 03:36:00','OK',25.10,51.22,235.63,9.49,848.24),
('Machine_1','2025-04-08 03:40:00','OK',44.49,52.33,238.30,6.11,725.29),
('Machine_1','2025-04-08 03:44:00','Not OK',83.53,35.26,230.78,16.24,4104.48),
('Machine_1','2025-04-08 03:48:00','OK',39.79,45.76,215.39,8.78,795.33),
('Machine_1','2025-04-08 03:52:00','OK',34.79,56.66,233.07,9.09,1094.23),
('Machine_1','2025-04-08 03:56:00','OK',54.66,59.16,213.45,6.85,964.99),
('Machine_1','2025-04-08 04:00:00','OK',35.08,43.15,235.17,6.49,2063.78),
('Machine_1','2025-04-08 04:04:00','OK',27.44,51.94,212.79,5.71,836.61),
('Machine_1','2025-04-08 04:08:00','OK',35.67,43.66,229.77,5.26,588.03),
('Machine_1','2025-04-08 04:12:00','OK',24.88,32.59,237.93,5.18,1151.61),
('Machine_1','2025-04-08 04:16:00','Not OK',79.14,58.01,214.26,16.91,4464.42),
('Machine_1','2025-04-08 04:20:00','OK',27.97,37.30,214.16,9.80,1365.55),
('Machine_1','2025-04-08 04:24:00','OK',40.20,59.16,231.67,5.91,1454.02),
('Machine_1','2025-04-08 04:28:00','Not OK',72.33,34.15,216.12,9.23,4340.31),
('Machine_1','2025-04-08 04:32:00','OK',59.24,51.89,215.83,9.16,2238.30),
('Machine_1','2025-04-08 04:36:00','Not OK',22.85,85.48,192.03,8.98,4314.39),
('Machine_1','2025-04-08 04:40:00','OK',30.22,45.45,232.80,9.77,501.26),
('Machine_1','2025-04-08 04:44:00','OK',30.69,32.74,229.95,9.39,2431.60),
('Machine_1','2025-04-08 04:48:00','OK',57.49,30.93,222.08,9.43,2323.93),
('Machine_1','2025-04-08 04:52:00','OK',59.07,30.33,224.64,7.51,1630.34),
('Machine_1','2025-04-08 04:56:00','OK',41.86,43.57,217.03,8.05,505.33),
('Machine_1','2025-04-08 05:00:00','OK',27.18,33.89,237.07,8.21,2424.86),
('Machine_1','2025-04-08 05:04:00','OK',29.58,56.04,218.48,5.06,2021.23),
('Machine_1','2025-04-08 05:08:00','Not OK',73.94,47.56,232.39,16.35,3891.93),
('Machine_1','2025-04-08 05:12:00','OK',57.28,57.10,237.36,8.61,2440.18),
('Machine_1','2025-04-08 05:16:00','OK',59.95,40.18,220.23,6.26,678.37),
('Machine_1','2025-04-08 05:20:00','Not OK',86.24,59.17,210.70,9.37,3806.59),
('Machine_1','2025-04-08 05:24:00','OK',27.46,53.19,229.59,7.81,1201.99),
('Machine_1','2025-04-08 05:28:00','OK',39.12,40.45,227.68,9.43,2296.57),
('Machine_1','2025-04-08 05:32:00','OK',59.92,58.59,229.02,6.80,647.85),
('Machine_1','2025-04-08 05:36:00','OK',30.52,58.28,235.96,9.32,1129.88),
('Machine_1','2025-04-08 05:40:00','OK',33.54,31.93,220.89,5.84,1096.98),
('Machine_1','2025-04-08 05:44:00','Not OK',45.62,86.47,197.64,8.62,4298.48),
('Machine_1','2025-04-08 05:48:00','OK',22.28,40.04,230.21,5.43,770.17),
('Machine_1','2025-04-08 05:52:00','Not OK',73.06,47.88,213.74,7.80,4008.95),
('Machine_1','2025-04-08 05:56:00','OK',45.27,44.90,219.84,7.89,2073.19),
('Machine_1','2025-04-08 06:00:00','OK',59.84,32.65,221.46,7.01,2056.04),
('Machine_1','2025-04-08 06:04:00','OK',39.15,49.05,216.25,9.08,1484.97),
('Machine_1','2025-04-08 06:08:00','OK',29.10,45.24,216.32,9.42,1908.22),
('Machine_1','2025-04-08 06:12:00','OK',36.68,44.98,232.79,6.24,921.80),
('Machine_1','2025-04-08 06:16:00','OK',58.22,58.13,211.75,9.56,1687.38),
('Machine_1','2025-04-08 06:20:00','OK',26.19,50.28,233.29,8.78,2428.11),
('Machine_1','2025-04-08 06:24:00','Not OK',65.82,52.48,216.80,16.86,4342.34),
('Machine_1','2025-04-08 06:28:00','OK',27.37,55.59,234.16,8.88,2268.66),
('Machine_1','2025-04-08 06:32:00','Not OK',37.52,85.78,190.19,7.60,4189.68),
('Machine_1','2025-04-08 06:36:00','OK',48.10,40.70,217.08,8.02,2068.13),
('Machine_1','2025-04-08 06:40:00','OK',41.09,41.27,213.04,5.60,2212.10),
('Machine_1','2025-04-08 06:44:00','Not OK',82.02,37.47,214.00,19.82,3771.68),
('Machine_1','2025-04-08 06:48:00','Not OK',58.43,82.92,192.42,8.10,4240.72),
('Machine_1','2025-04-08 06:52:00','Not OK',50.64,81.04,191.11,8.85,4077.50),
('Machine_1','2025-04-08 06:56:00','OK',55.09,42.46,234.08,9.42,1902.32),
('Machine_1','2025-04-08 07:00:00','Not OK',30.79,48.62,196.46,9.24,860.75),
('Machine_1','2025-04-08 07:04:00','OK',32.34,36.90,224.17,8.91,2437.60),
('Machine_1','2025-04-08 07:08:00','OK',46.05,55.86,212.22,6.02,1355.43),
('Machine_1','2025-04-08 07:12:00','OK',38.75,40.06,236.19,7.41,878.42),
('Machine_1','2025-04-08 07:16:00','OK',45.15,38.85,239.44,8.50,2254.31),
('Machine_1','2025-04-08 07:20:00','OK',20.50,34.91,215.89,9.75,2475.20),
('Machine_1','2025-04-08 07:24:00','Not OK',70.38,58.59,227.54,7.47,4965.20),
('Machine_1','2025-04-08 07:28:00','Not OK',81.14,47.83,227.23,9.24,4288.04),
('Machine_1','2025-04-08 07:32:00','OK',58.64,47.39,234.87,7.88,1053.75),
('Machine_1','2025-04-08 07:36:00','OK',38.28,48.92,233.22,9.51,1783.24),
('Machine_1','2025-04-08 07:40:00','OK',44.06,46.80,213.84,6.29,869.30),
('Machine_1','2025-04-08 07:44:00','OK',57.92,57.28,224.96,6.51,1511.93),
('Machine_1','2025-04-08 07:48:00','OK',48.69,51.77,224.62,7.19,812.05),
('Machine_1','2025-04-08 07:52:00','OK',50.52,43.24,232.64,7.50,1440.32),
('Machine_1','2025-04-08 07:56:00','OK',51.80,33.03,236.08,6.06,1177.34),
('Machine_1','2025-04-08 08:00:00','Not OK',35.06,81.83,197.84,7.79,3938.43),
('Machine_1','2025-04-08 08:04:00','OK',27.84,54.66,213.26,9.99,731.61),
('Machine_1','2025-04-08 08:08:00','OK',24.79,43.95,228.49,8.69,2086.91),
('Machine_1','2025-04-08 08:12:00','OK',47.54,53.54,222.90,9.05,1740.23),
('Machine_1','2025-04-08 08:16:00','Not OK',89.59,57.69,234.85,9.88,4212.31),
('Machine_1','2025-04-08 08:20:00','Not OK',60.31,58.97,218.86,20.00,4080.53),
('Machine_1','2025-04-08 08:24:00','Not OK',72.29,53.79,220.63,19.33,4052.10),
('Machine_1','2025-04-08 08:28:00','OK',27.23,30.64,225.30,6.45,780.57),
('Machine_1','2025-04-08 08:32:00','OK',33.95,36.14,238.43,5.80,1848.09);
